code,message,schemaUrl,exampleUrl,severity,source,operationId,schemaPosition_line,schemaPosition_column,schemaJsonPath,examplePosition_line,examplePosition_column,exampleJsonPath,level
XMS_EXAMPLE_NOTFOUND_ERROR,"Validating ""examples"" and ""x-ms-examples"" in  .\\specification\\orbital\\data-plane\\Microsoft.PlanetaryComputer\\preview\\2025-04-30-preview\\openapi.json:\n",.\\specification\\orbital\\data-plane\\Microsoft.PlanetaryComputer\\preview\\2025-04-30-preview\\openapi.json,undefined,0,global,StacLandingPages_Get,8450,14,undefined,,,undefined,\x1B[32minfo\x1B[39m
