| tags | error | The tags for operation "VirtualNetworkGateways_VpnDeviceConfigurationScript" changed: ["VirtualNetworkGateways"] -> ["VirtualNetworkGatewayConnections"] |
| tags | error | The tags for operation "Operations_List" changed: [] -> ["Operations"] |
| tags | error | The tags for operation "ListActiveConnectivityConfigurations" changed: ["NetworkManagerActiveConnectivityConfigurations"] -> ["NetworkManagers"] |
| tags | error | The tags for operation "ListActiveSecurityAdminRules" changed: ["NetworkManagerActiveConfigurations"] -> ["NetworkManagers"] |
| tags | error | The tags for operation "PacketCaptures_Create" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "PacketCaptures_Get" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "PacketCaptures_Delete" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "PacketCaptures_Stop" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "PacketCaptures_GetStatus" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "PacketCaptures_List" changed: ["PacketCaptures"] -> ["NetworkWatchers","PacketCaptures"] |
| tags | error | The tags for operation "NetworkWatchers_SetFlowLogConfiguration" changed: ["NetworkWatchers","TrafficAnalytics"] -> ["NetworkWatchers"] |
| tags | error | The tags for operation "NetworkWatchers_GetFlowLogStatus" changed: ["NetworkWatchers","TrafficAnalytics"] -> ["NetworkWatchers"] |
| tags | error | The tags for operation "NetworkInterfaceTapConfigurations_Delete" changed: ["Network Interfaces"] -> ["NetworkInterfaces"] |
| tags | error | The tags for operation "NetworkInterfaceTapConfigurations_CreateOrUpdate" changed: ["Network Interfaces"] -> ["NetworkInterfaces"] |
| tags | error | The tags for operation "ReachabilityAnalysisIntents_List" changed: ["ReachabilityAnalysisIntents"] -> ["ReachabilityAnalysisIntent"] |
| tags | error | The tags for operation "ReachabilityAnalysisIntents_Get" changed: ["ReachabilityAnalysisIntents"] -> ["ReachabilityAnalysisIntent"] |
| tags | error | The tags for operation "ReachabilityAnalysisIntents_Create" changed: ["ReachabilityAnalysisIntents"] -> ["ReachabilityAnalysisIntent"] |
| tags | error | The tags for operation "PrivateDnsZoneGroups_Delete" changed: ["PrivateDnsZoneGroups"] -> ["PrivateEndpoints","PrivateDnsZoneGroups"] |
| tags | error | The tags for operation "PrivateDnsZoneGroups_Get" changed: ["PrivateDnsZoneGroups"] -> ["PrivateEndpoints","PrivateDnsZoneGroups"] |
| tags | error | The tags for operation "PrivateDnsZoneGroups_CreateOrUpdate" changed: ["PrivateDnsZoneGroups"] -> ["PrivateEndpoints","PrivateDnsZoneGroups"] |
| tags | error | The tags for operation "PrivateDnsZoneGroups_List" changed: ["PrivateDnsZoneGroups"] -> ["PrivateEndpoints","PrivateDnsZoneGroups"] |
| tags | error | The tags for operation "PrivateLinkServices_CreateOrUpdate" changed: ["PrivateLinkService"] -> ["PrivateLinkServices","PrivateLinkService"] |
| tags | error | The tags for operation "PrivateLinkServices_GetPrivateEndpointConnection" changed: ["PrivateLinkServices"] -> ["PrivateEndpointConnections","PrivateLinkServices"] |
| tags | error | The tags for operation "PrivateLinkServices_UpdatePrivateEndpointConnection" changed: ["PrivateLinkServices"] -> ["PrivateEndpointConnections","PrivateLinkServices"] |
| tags | error | The tags for operation "PrivateLinkServices_DeletePrivateEndpointConnection" changed: ["PrivateLinkServices"] -> ["PrivateEndpointConnections","PrivateLinkServices"] |
| tags | error | The tags for operation "PrivateLinkServices_ListPrivateEndpointConnections" changed: ["PrivateLinkServices"] -> ["PrivateEndpointConnections","PrivateLinkServices"] |
| tags | error | The tags for operation "ExpressRouteConnections_CreateOrUpdate" changed: ["ExpressRouteConnections"] -> ["ExpressRouteGateways","ExpressRouteConnections"] |
| tags | error | The tags for operation "ExpressRouteConnections_Get" changed: ["ExpressRouteConnections"] -> ["ExpressRouteGateways","ExpressRouteConnections"] |
| tags | error | The tags for operation "ExpressRouteConnections_Delete" changed: ["ExpressRouteConnections"] -> ["ExpressRouteGateways","ExpressRouteConnections"] |
| tags | error | The tags for operation "ExpressRouteConnections_List" changed: ["ExpressRouteConnections"] -> ["ExpressRouteGateways","ExpressRouteConnections"] |
